MontoPagado;Interes;Plazo;Tipo;Mensualidad;MontoAsegurado;TipoPago;ModoPago;Fiador;Fiador2;OtroSeguro;Record;Edad;EstadoCivil;Salario;Fraude
2963094.52;17.25;502;Nacional;9469.015385;462045.4545;C;Tarjeta;No;No;No;R0;42.5;Soltero;0;No
2972514.04;17.25;504.6666667;Nacional;13938.03077;462045.4545;A;Tarjeta;No;No;No;R0;30.5;Soltero;0;No
5645430.02;17.25;504.3333333;Nacional;39219.61538;871136.3636;B;Tarjeta;No;No;No;R0;40;Soltero;0;No
1384239.98;17.25;504.3333333;Nacional;9171.080769;219621.2121;A;Tarjeta;No;No;No;R0;35.5;Soltero;0;No
9204881.08;17.25;504.3333333;Nacional;32678.10385;1415075.758;A;Tarjeta;Si;No;No;R0;37;Soltero;0;No
4570831.4;17.25;504.3333333;Nacional;18771.12692;704469.697;A;Tarjeta;No;No;No;R0;33.5;Soltero;0;No
2962371.26;12.25;504;Nacional;13122.30769;462045.4545;A;Tarjeta;No;No;No;R0;40;Soltero;0;No
6330195.3;17.25;502.3333333;Nacional;14533.9;977196.9697;C;Tarjeta;Si;No;Si;R1;33;Soltero;0;No
3980807.64;17.25;502.3333333;Nacional;10997.41923;617500;C;Tarjeta;No;No;Si;R2;40;Soltero;0;No
3148861.1;17.25;501.6666667;Nacional;24067.8;492348.4848;B;Tarjeta;Si;Si;No;R0;38.5;Soltero;0;No
4940273.94;12.25;503.6666667;Nacional;18445.76923;765075.7576;A;Tarjeta;Si;Si;No;R0;34;Soltero;0;No
4054040.46;17.25;502.3333333;Nacional;11107.65385;628712.1212;C;Tarjeta;No;No;No;R0;35;Soltero;0;No
3955077.18;17.25;502.3333333;Nacional;10958.68846;613560.6061;C;Tarjeta;Si;No;Si;R2;33;Union;0;No
3034419.4;17.25;505;Nacional;14116.79231;471136.3636;A;Tarjeta;No;No;Si;R1;32.5;Soltero;0;No
2972514.04;17.25;504.6666667;Nacional;13938.03077;462045.4545;A;Tarjeta;Si;No;No;R0;40.5;Soltero;0;No
1085142.82;17.25;502.3333333;Nacional;6638.638462;174166.6667;C;Tarjeta;Si;Si;Si;R1;38.5;Soltero;0;No
1375684.42;17.25;501.6666667;Nacional;13342.16154;219621.2121;B;Tarjeta;Si;No;Si;R1;35;Soltero;0;No
4063302.42;17.25;504;Nacional;17233.18462;629621.2121;A;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
1982084.52;17.25;505;Nacional;10958.68846;310530.303;A;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
6933773;17.25;504.3333333;Nacional;47023.84615;1068106.061;B;Tarjeta;Si;No;No;R0;39.5;Soltero;0;No
4921403.48;17.25;501.6666667;Nacional;19896.71923;765075.7576;A;Tarjeta;Si;No;No;R0;42;Soltero;0;No
6855560.88;17.25;504.3333333;Nacional;26451.27308;1098409.091;A;Tarjeta;Si;No;No;R0;43.5;Soltero;0;No
6528121.8;17.25;502.3333333;Nacional;14831.83462;1007500;C;Tarjeta;No;No;Si;R1;32.5;Soltero;0;No
1949076.66;17.25;504.3333333;Nacional;16917.37308;310530.303;B;Tarjeta;Si;Si;No;R0;35;Soltero;0;No
2964927.32;17.25;504.3333333;Nacional;13938.03077;462045.4545;A;Tarjeta;No;No;No;R0;37.5;Divorciado;0;No
3911522.96;17.25;499.6666667;Nacional;28834.75;613560.6061;B;Tarjeta;No;No;No;R0;34.5;Soltero;0;No
6112523.72;17.25;504;Nacional;23430.21923;944772.7273;A;Tarjeta;Si;No;No;R0;38.5;Soltero;0;No
5049116.08;17.25;504.3333333;Nacional;35425.05769;781136.3636;B;Tarjeta;Si;No;No;R0;34.5;Soltero;0;No
1082556.42;12.25;503.6666667;Nacional;7978.461538;174166.6667;A;Tarjeta;Si;No;No;R0;32.5;Soltero;0;No
4152279.46;17.25;504.3333333;Nacional;17513.24231;643863.6364;A;Tarjeta;No;No;No;R0;32;Soltero;0;No
4935923.24;17.25;502.3333333;Nacional;12448.35769;765075.7576;C;Tarjeta;Si;No;Si;R1;34.5;Soltero;0;No
1183899.14;17.25;504.3333333;Nacional;8575.211538;189318.1818;A;Tarjeta;No;No;No;R0;39.5;Soltero;0;No
3551168.18;12.25;503.6666667;Nacional;14708.58462;552954.5455;A;Tarjeta;Si;No;No;R0;33.5;Soltero;0;No
1975467.22;17.25;504.3333333;Nacional;10958.68846;310530.303;A;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
1978586.18;17.25;505;Nacional;10958.68846;310530.303;A;Tarjeta;No;No;No;R0;32;Soltero;0;No
1381805.26;17.25;504.3333333;Nacional;9171.080769;219621.2121;A;Tarjeta;No;No;No;R0;35;Soltero;0;No
2038792.66;17.25;504.3333333;Nacional;11149.36538;320227.2727;A;Tarjeta;No;No;No;R0;37.5;Soltero;0;No
11870975;17.25;504.3333333;Nacional;76504.23077;1825681.818;B;Tarjeta;Si;Si;Si;R1;32.5;Soltero;0;No
8611749.7;17.25;504.6666667;Nacional;30920.28846;1325681.818;A;Tarjeta;Si;No;No;R0;31.5;Soltero;0;No
8803411.9;17.25;504.3333333;Nacional;58628.19231;1371136.364;B;Tarjeta;Si;No;No;R0;34.5;Soltero;0;No
6921668.82;17.25;506.6666667;Nacional;47023.84615;1068106.061;B;Tarjeta;No;No;No;R0;36.5;Soltero;0;No
16818653.18;17.25;504.3333333;Nacional;106297.6923;2583257.576;B;Tarjeta;Si;No;Si;R1;37;Soltero;0;No
12386566.44;17.25;504.3333333;Nacional;42307.34231;1904772.727;A;Tarjeta;Si;Si;No;R0;40.5;Soltero;0;No
1978377.44;17.25;505;Nacional;10987.44615;310530.303;A;Tarjeta;No;No;No;R0;43.5;Soltero;0;No
2042082.7;17.25;504.3333333;Nacional;17334.48077;321136.3636;B;Tarjeta;No;No;Si;R2;32.5;Soltero;0;No
1975250.72;17.25;504.3333333;Nacional;10987.44615;310530.303;A;Tarjeta;Si;No;No;R0;39;Soltero;0;No
4297496.4;17.25;504.6666667;Nacional;11407.13077;522651.5152;C;Tarjeta;Si;No;No;R0;40.5;Soltero;0;No
7876170.82;17.25;501.6666667;Nacional;48149.26538;1219621.212;B;Tarjeta;Si;Si;No;R0;25;Soltero;0;No
2856053.82;17.25;504.3333333;Nacional;13681.79615;446893.9394;A;Tarjeta;Si;No;No;R0;33.5;Soltero;0;No
2835113.66;17.25;504.3333333;Nacional;20447.43846;441439.3939;B;Tarjeta;Si;No;No;R0;39.5;Soltero;0;No
4219215.62;12.25;503.6666667;Nacional;15813.70385;654469.697;A;Tarjeta;No;No;No;R0;37.5;Soltero;0;No
1188219.06;17.25;505;Nacional;8347.269231;189318.1818;A;Tarjeta;No;No;No;R0;39.5;Soltero;0;No
2478059.3;17.25;505;Nacional;11742.07308;386287.8788;A;Tarjeta;Si;No;Si;R5;45.5;Soltero;0;No
4943306.24;17.25;504.3333333;Nacional;19968.61538;765075.7576;A;Tarjeta;Si;No;Si;R1;37.5;Union;0;No
5546817.02;17.25;504.3333333;Nacional;35204.48462;855984.8485;B;Tarjeta;Si;No;No;R0;33.5;Soltero;0;No
4943306.24;17.25;504.3333333;Nacional;19968.61538;765075.7576;A;Tarjeta;No;No;No;R0;40;Soltero;0;No
4595089.58;17.25;504.3333333;Nacional;17513.28846;710530.303;A;Tarjeta;Si;No;No;R0;33;Soltero;0;No
2955666.64;12.25;503.6666667;Nacional;13122.30769;462045.4545;A;Tarjeta;Si;No;No;R0;33;Soltero;0;No
6124535.98;17.25;504.6666667;Nacional;23471.93077;946893.9394;A;Tarjeta;No;No;No;R0;51;Soltero;0;No
2966414.94;17.25;505;Nacional;13981.16923;462045.4545;A;Tarjeta;No;No;Si;R2;32.5;Soltero;0;No
1380341.42;17.25;504.3333333;Nacional;9191.211538;219621.2121;A;Tarjeta;No;No;No;R0;40.5;Soltero;0;No
15836292.12;17.25;505;Nacional;52899.57308;2431742.424;A;Tarjeta;Si;No;No;R0;43;Soltero;0;No
4758723.98;17.25;505;Nacional;17944.78077;734772.7273;A;Tarjeta;Si;No;No;R0;35.5;Soltero;0;No
4354954.24;17.25;504.3333333;Nacional;17273.32308;674166.6667;A;Tarjeta;No;No;No;R0;33;Soltero;0;No
2968468.44;17.25;504.3333333;Nacional;21180.97308;462045.4545;B;Tarjeta;Si;No;No;R0;34;Soltero;0;No
3057293.84;17.25;504.3333333;Nacional;24244.06538;477196.9697;B;Tarjeta;No;No;No;R0;32;Soltero;0;No
2968468.44;17.25;504.3333333;Nacional;21180.97308;462045.4545;B;Tarjeta;Si;No;No;R0;37.5;Soltero;0;No
5926949.34;17.25;504;Nacional;41020.38462;916590.9091;B;Tarjeta;Si;No;Si;R1;38.5;Soltero;0;No
3939848.82;12.25;503.6666667;Nacional;15787.31538;613560.6061;A;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
992844.66;17.25;504.6666667;Nacional;6395.438462;159015.1515;C;Tarjeta;No;No;No;R0;38;Soltero;0;No
9859271.26;18.75;504.3333333;Nacional;66335.07692;1522651.515;B;Tarjeta;Si;Si;No;R0;37;Soltero;0;No
3014168.9;18.75;504.3333333;Nacional;14384.26538;471136.3636;A;Tarjeta;No;No;No;R0;35.5;Soltero;0;No
1083122.36;18.75;505;Nacional;8373.426923;174166.6667;A;Tarjeta;No;No;Si;R5;50.5;Soltero;0;No
1972138.5;18.75;505;Nacional;11133.50769;310530.303;A;Tarjeta;No;No;No;R0;37.5;Soltero;0;No
4540407.42;18.75;505;Nacional;19107.06923;704469.697;A;Tarjeta;No;No;Si;R4;45;Soltero;0;No
1083122.36;18.75;505;Nacional;8373.426923;174166.6667;A;Tarjeta;No;No;Si;R2;34.5;Soltero;0;No
2959934.24;18.75;505;Nacional;14200.26154;462045.4545;A;Tarjeta;No;No;No;R0;31;Soltero;0;No
2894479.66;13.75;504.3333333;Nacional;13219.23077;453560.6061;A;Tarjeta;No;No;No;R0;35.5;Soltero;0;No
4082012.76;18.75;504.6666667;Nacional;11311.38077;631136.3636;C;Tarjeta;No;No;No;R0;32;Union;0;No
4445253.62;18.75;505;Nacional;18800.39231;689318.1818;A;Tarjeta;No;No;No;R0;40.5;Soltero;0;No
1368228.4;18.75;501.6666667;Nacional;13586.91154;219621.2121;B;Tarjeta;No;No;No;R0;33.5;Soltero;0;No
3357377.02;18.75;504.3333333;Nacional;15451.49615;523863.6364;A;Tarjeta;Si;No;Si;R1;39;Soltero;0;No
14763668.54;13.75;503.6666667;Nacional;46701.80769;2280227.273;A;Tarjeta;Si;Si;No;R0;36.5;Soltero;0;No
7892214.74;18.75;504.6666667;Nacional;29534.03077;1219621.212;A;Tarjeta;Si;No;Si;R2;36.5;Soltero;0;No
7885754.54;18.75;504.3333333;Nacional;29534.03077;1219621.212;A;Tarjeta;No;No;No;R0;32;Soltero;0;No
11203002.6;18.75;503;Nacional;74922;1734772.727;B;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
4577943.68;18.75;505;Nacional;19223.60385;710227.2727;A;Tarjeta;Si;No;No;R0;40;Soltero;0;No
1377158.34;18.75;504.3333333;Nacional;9293.453846;219621.2121;A;Tarjeta;Si;Si;Si;R2;33;Soltero;0;No
1970493.7;18.75;504.6666667;Nacional;11133.50769;310530.303;A;Tarjeta;No;No;No;R0;35;Union;0;No
5430847.7;13.75;503.6666667;Nacional;20346.26923;843863.6364;A;Tarjeta;No;No;Si;R6;33;Soltero;0;No
1278543.22;18.75;504.3333333;Nacional;8986.780769;204469.697;A;Tarjeta;No;No;No;R0;31.5;Soltero;0;No
13045296.06;18.75;504.3333333;Nacional;45579.30769;2012348.485;A;Tarjeta;No;No;No;R0;34;Soltero;0;No
3970137.92;18.75;505;Nacional;11133.50769;613560.6061;C;Tarjeta;No;No;No;R0;34;Soltero;0;No
1978173.94;18.75;504;Nacional;8066.753846;310530.303;C;Tarjeta;Si;No;No;R0;37.5;Soltero;0;No
6290272.98;18.75;504.3333333;Nacional;24572.02308;974469.697;A;Tarjeta;No;No;No;R0;42;Soltero;0;No
4973079.48;17.25;504.3333333;Nacional;34793.43462;765075.7576;B;Tarjeta;No;No;No;R0;21;NoAplica;0;No
4085983.12;18.75;504.6666667;Nacional;11317.51154;631742.4242;C;Tarjeta;Si;Si;Si;R1;41;Union;0;No
5716222.46;18.75;504.3333333;Nacional;22787.17308;886287.8788;A;Tarjeta;Si;No;No;R0;34.5;Soltero;0;No
6000592.42;18.75;501.6666667;Nacional;42586.13846;935984.8485;B;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
3550312.54;18.75;505;Nacional;16093.17692;552954.5455;A;Tarjeta;No;No;No;R0;40.5;Soltero;0;No
4924197.42;18.75;504.3333333;Nacional;20407.18846;765075.7576;A;Tarjeta;No;No;Si;R1;42.5;Soltero;0;No
2958018.26;18.75;505;Nacional;14244.31538;462045.4545;A;Tarjeta;No;No;Si;R2;34.5;Union;0;No
5125765.02;18.75;505;Nacional;21028.38462;795378.7879;A;Tarjeta;No;No;No;R0;34.5;Soltero;0;No
3945175.4;18.75;505;Nacional;17325.75;613560.6061;A;Tarjeta;No;No;No;R0;36.5;Soltero;0;No
1066910.36;18.75;505;Nacional;8389.580769;174166.6667;A;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
1967607.16;18.75;504.3333333;Nacional;11162.87692;310530.303;A;Tarjeta;Si;No;No;R0;46;Soltero;0;No
3352881.12;18.75;505;Nacional;15476.88846;522651.5152;A;Tarjeta;Si;No;No;R0;32;Soltero;0;No
5910287.68;18.75;504.3333333;Nacional;23488.62692;916590.9091;A;Tarjeta;No;No;No;R0;34;Soltero;0;No
5900456.62;13.75;503.6666667;Nacional;21764.75769;916590.9091;A;Tarjeta;No;No;No;R0;38;Soltero;0;No
3596547;18.75;504.3333333;Nacional;16093.17692;552954.5455;B;Tarjeta;No;No;No;R0;33;Soltero;0;No
3145298.78;13.75;503.6666667;Nacional;13941.20385;492348.4848;A;Tarjeta;Si;Si;No;R0;38.5;Soltero;0;No
5222732.9;18.75;504.6666667;Nacional;21639.76538;825681.8182;C;Tarjeta;Si;No;No;R0;34.5;Soltero;0;No
3145298.78;13.75;503.6666667;Nacional;13941.20385;492348.4848;A;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
1970861.18;18.75;505;Nacional;11162.87692;310530.303;A;Tarjeta;No;No;No;R0;30.5;Soltero;0;No
21444547;18.75;504.3333333;Nacional;138568.0769;3257196.97;B;Tarjeta;No;No;No;R0;37;Soltero;0;No
7990359.18;18.75;508.3333333;Nacional;29651.50385;1219621.212;A;Tarjeta;No;No;No;R0;48.5;Divorciado;0;No
12216899.4;18.75;504.3333333;Nacional;43209.83077;1886287.879;A;Tarjeta;Si;No;No;R0;47;Soltero;0;No
1082419.84;18.75;505;Nacional;8389.580769;174166.6667;A;Tarjeta;No;No;Si;R6;31;Soltero;0;No
2760586.86;18.75;505;Nacional;13628.02692;431742.4242;A;Tarjeta;No;No;No;R0;35;Union;0;No
3941980.48;18.75;504.6666667;Nacional;17325.75;613560.6061;A;Tarjeta;Si;No;No;R0;37.5;Soltero;0;No
1472524.42;13.75;503.6666667;Nacional;9191.188462;234772.7273;A;Tarjeta;No;No;No;R0;35.5;Soltero;0;No
3945175.4;18.75;505;Nacional;17325.75;613560.6061;A;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
1179182.3;18.75;504.3333333;Nacional;8697.723077;189318.1818;A;Tarjeta;Si;No;No;R0;37;Soltero;0;No
1976917.28;18.75;504.6666667;Nacional;8081.434615;310530.303;C;Tarjeta;No;No;No;R0;34.5;Soltero;0;No
5958550.72;18.75;506.3333333;Nacional;14552.45769;946893.9394;C;Tarjeta;Si;No;No;R0;32;Soltero;0;No
5308738.16;18.75;504.3333333;Nacional;21639.76538;825681.8182;A;Tarjeta;No;No;No;R0;33;Soltero;0;No
4330648.56;13.75;509;Nacional;17143.27308;665984.8485;A;Tarjeta;Si;No;Si;R1;34;Soltero;0;No
2990354.46;13.75;509;Nacional;13382.38077;462045.4545;A;Tarjeta;No;No;No;R0;35.5;Soltero;0;No
12215069.02;18.75;505;Nacional;43209.83077;1886287.879;A;Tarjeta;Si;Si;No;R0;44;Soltero;0;No
2174983.7;18.75;504.6666667;Nacional;8389.580769;340833.3333;C;Tarjeta;Si;No;No;R0;34.5;Soltero;0;No
2780107.68;13.75;509;Nacional;12823.55385;431742.4242;A;Tarjeta;No;No;No;R0;33.5;Soltero;0;No
15996547;18.75;505.3333333;Nacional;103606;2431742.424;B;Tarjeta;No;No;No;R0;36.5;Soltero;0;No
1218399.22;18.75;505;Nacional;8820.980769;195378.7879;A;Tarjeta;No;No;No;R0;51;Soltero;0;No
5347975.36;18.75;509.3333333;Nacional;21491.85385;818409.0909;A;Tarjeta;No;No;No;R0;39;Soltero;0;No
4423373.02;18.75;504.3333333;Nacional;18866.46923;689318.1818;A;Tarjeta;Si;Si;No;R0;44.5;Soltero;0;No
12257237.28;18.75;509.3333333;Nacional;42784.59231;1865378.788;A;Tarjeta;Si;No;No;R0;36;Soltero;0;No
3996119.76;18.75;509.3333333;Nacional;17325.75;613560.6061;A;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
1996333.38;18.75;509.3333333;Nacional;11162.87692;310530.303;A;Tarjeta;No;No;No;R0;43.5;Soltero;0;No
1573130.48;18.75;505;Nacional;9930.3;249924.2424;A;Tarjeta;No;No;No;R0;31.5;Soltero;0;No
2065812.84;18.75;505;Nacional;11471.01923;325681.8182;A;Tarjeta;Si;No;Si;R1;34.5;Soltero;0;No
5112669.5;18.75;504.3333333;Nacional;37046.95385;795378.7879;B;Tarjeta;Si;No;No;R0;35.5;Soltero;0;No
980416.7;18.75;504.3333333;Nacional;11162.87692;159015.1515;B;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
3932025.84;18.75;504.3333333;Nacional;29651.50385;613560.6061;B;Tarjeta;No;No;No;R0;32;Soltero;0;No
7980033.56;13.75;509;Nacional;27353.01154;1219621.212;A;Tarjeta;Si;Si;No;R0;36.5;Soltero;0;No
5995906.14;18.75;509.3333333;Nacional;23488.62692;916590.9091;A;Tarjeta;Si;No;No;R0;42;Soltero;0;No
9965230.26;18.75;509.3333333;Nacional;35814.37692;1522651.515;A;Tarjeta;No;No;No;R0;37;Soltero;0;No
6995799.32;18.75;499.6666667;Nacional;26570.06538;1068106.061;A;Tarjeta;No;No;Si;R2;44;Divorciado;0;No
4915895.58;18.75;504.3333333;Nacional;35814.37692;765075.7576;B;Tarjeta;No;No;No;R0;36.5;Soltero;0;No
2948156.14;18.75;504.3333333;Nacional;23488.62692;462045.4545;B;Tarjeta;No;No;No;R0;37;Soltero;0;No
5702991.32;18.75;504.3333333;Nacional;40744.68077;886287.8788;B;Tarjeta;Si;Si;No;R0;32.5;Soltero;0;No
1096547;18.75;509.6666667;Nacional;8373.430769;174166.6667;A;Tarjeta;No;No;No;R0;40;Soltero;0;No
6284823.86;18.75;504.3333333;Nacional;44254.45;977196.9697;B;Tarjeta;No;No;No;R0;31.5;Soltero;0;No
5150547;18.75;509.3333333;Nacional;20806.05;788409.0909;A;Tarjeta;No;No;No;R0;32.5;Soltero;0;No
11163622.64;18.75;505;Nacional;39734.05385;1723560.606;A;Tarjeta;No;No;No;R0;48;Soltero;0;No
2987968.78;13.75;508.6666667;Nacional;13340.36154;462045.4545;A;Tarjeta;No;No;Si;R2;32.5;Soltero;0;No
9991097.8;18.75;509.6666667;Nacional;35374.84615;1522651.515;A;Tarjeta;No;No;No;R0;35.5;Soltero;0;No
5972301.74;18.75;509.3333333;Nacional;23400.52308;916590.9091;A;Tarjeta;No;No;No;R0;40.5;Soltero;0;No
4505033.5;18.75;503.3333333;Nacional;33214.13462;704469.697;B;Tarjeta;No;No;Si;R1;31;Soltero;0;No
11315944.7;18.75;501.6666667;Nacional;75469.64231;1765075.758;B;Tarjeta;Si;Si;No;R0;41;Soltero;0;No
2364807.08;18.75;505;Nacional;12360.20769;371136.3636;A;Tarjeta;No;No;Si;R1;40.5;Soltero;0;No
15950796.48;13.75;509;Nacional;49481.93462;2431742.424;A;Tarjeta;Si;Si;No;R0;44.5;Soltero;0;No
3990508.52;18.75;509.3333333;Nacional;17267.01538;613560.6061;A;Tarjeta;Si;No;No;R0;50.5;Union;0;No
2953126.06;18.75;505;Nacional;14200.26154;462045.4545;A;Tarjeta;No;No;No;R0;32;Soltero;0;No
4980375.5;18.75;507;Nacional;12666.88462;765075.7576;C;Tarjeta;Si;No;Si;R1;38.5;Soltero;0;No
6935604.52;13.75;508.6666667;Nacional;24360.76154;1062651.515;A;Tarjeta;Si;No;No;R0;33.5;Soltero;0;No
3988591.86;18.75;509.3333333;Nacional;17267.01538;613560.6061;A;Tarjeta;No;No;No;R0;42.5;Soltero;0;No
1994652.58;18.75;509.3333333;Nacional;11133.54231;310530.303;A;Tarjeta;No;No;No;R0;48.5;Soltero;0;No
4979191.06;18.75;506.6666667;Nacional;12666.88462;765075.7576;C;Tarjeta;No;No;No;R0;33;Soltero;0;No
5995739.28;18.75;509.6666667;Nacional;23400.52308;916590.9091;A;Tarjeta;Si;No;No;R0;32;Soltero;0;No
1960675.18;18.75;504.3333333;Nacional;17267.01538;310530.303;B;Tarjeta;Si;No;No;R0;39;Soltero;0;No
4784193.04;18.75;507;Nacional;12360.20769;734772.7273;C;Tarjeta;No;No;No;R0;31.5;Soltero;0;No
1396037.7;18.75;510;Nacional;9293.453846;219621.2121;A;Tarjeta;No;No;No;R0;32;Soltero;0;No
10996547;18.75;510;Nacional;38734.29231;1674166.667;A;Tarjeta;Si;No;No;R0;34.5;Soltero;0;No
3979164.94;13.75;508.6666667;Nacional;16120.48077;613560.6061;A;Tarjeta;Si;No;No;R0;31;Soltero;0;No
2996143.14;18.75;509.6666667;Nacional;14200.26154;462045.4545;A;Tarjeta;Si;No;No;R0;36;Soltero;0;No
2195746.68;18.75;510;Nacional;11746.85769;340833.3333;A;Tarjeta;No;No;No;R0;33;Soltero;0;No
9967466.84;13.75;509;Nacional;32801.20769;1522651.515;A;Tarjeta;No;No;No;R0;36;Soltero;0;No
6971250.5;18.75;507;Nacional;15733.63846;1068106.061;C;Tarjeta;No;No;Si;R2;34.5;Soltero;0;No
5501939.26;18.75;504.3333333;Nacional;39347.64231;855984.8485;B;Tarjeta;Si;No;No;R0;35;Soltero;0;No
4984241.96;17.75;509.3333333;Nacional;20333.76923;765075.7576;A;Tarjeta;Si;Si;No;R0;36;Divorciado;0;No
11781316.12;18.75;504.3333333;Nacional;78602.09231;1825681.818;B;Tarjeta;Si;No;No;R0;32.5;Soltero;0;No
10915076.96;18.75;509.6666667;Nacional;38488.95;1662045.455;A;Tarjeta;No;No;No;R0;35.5;Soltero;0;No
5970473.92;13.75;509;Nacional;21680.72308;916590.9091;A;Tarjeta;No;No;No;R0;35.5;Divorciado;0;No
8553465.32;18.25;509.3333333;Nacional;31312.74615;1307500;A;Tarjeta;No;No;No;R0;39.5;Soltero;0;No
1992763.88;18.25;509.6666667;Nacional;11133.50769;310530.303;A;Tarjeta;Si;No;No;R0;34;Soltero;0;No
3552656.1;18.25;510;Nacional;15917.64231;546893.9394;A;Tarjeta;No;No;No;R0;38.5;Union;0;No
2190963.46;18.25;509.6666667;Nacional;11682.46538;340833.3333;A;Tarjeta;No;No;No;R0;36.5;Soltero;0;No
1994361.1;18.25;510;Nacional;11133.50769;310530.303;A;Tarjeta;Si;No;Si;R2;35;Soltero;0;No
4996547;18.25;510.3333333;Nacional;20333.76923;765075.7576;A;Tarjeta;No;No;No;R0;33.5;Soltero;0;No
1987955.64;18.25;507;Nacional;8066.753846;310530.303;C;Tarjeta;No;No;No;R0;38;Soltero;0;No
2585798.8;18.25;506.6666667;Nacional;8986.776923;401439.3939;C;Tarjeta;Si;No;No;R0;35;Soltero;0;No
5884723.22;18.25;504.3333333;Nacional;41801.04615;916590.9091;B;Tarjeta;No;No;No;R0;34;Soltero;0;No
1991166.66;18.25;509.6666667;Nacional;11133.50769;310530.303;A;Tarjeta;No;No;No;R0;38;Soltero;0;No
1562833.26;18.25;510;Nacional;9808.669231;245075.7576;A;Tarjeta;No;No;No;R0;37;Soltero;0;No
6265802.2;13.25;508.6666667;Nacional;22514.62692;962045.4545;A;Tarjeta;Si;Si;No;R0;37;Soltero;0;No
3088207.48;18.25;509.6666667;Nacional;14506.93462;477196.9697;A;Tarjeta;No;No;No;R0;47;Soltero;0;No
2976908.04;13.25;509;Nacional;14393.71154;462045.4545;A;Tarjeta;No;No;No;R0;32;Soltero;0;No
1290755.96;18.25;510;Nacional;8948.730769;204469.697;A;Tarjeta;No;No;Si;R5;37.5;Soltero;0;No
18208539.8;13.25;509;Nacional;62401.84231;2785075.758;A;Tarjeta;Si;No;No;R0;42;Soltero;0;No
6854800.14;18.25;505;Nacional;47524.76923;1068106.061;B;Tarjeta;Si;No;No;R0;36;Soltero;0;No
3988679.8;18.75;509.3333333;Nacional;18179.59231;613560.6061;A;Tarjeta;No;No;No;R0;38.5;Soltero;0;No
1996547;18.25;510;Nacional;17149.93846;310530.303;B;Tarjeta;No;No;Si;R2;32;Soltero;0;No
4291546.72;17.25;504.3333333;Nacional;32314.15769;674166.6667;B;Tarjeta;Si;No;No;R0;34;Soltero;0;No
1987637.72;18.25;510;Nacional;11074.96923;310530.303;A;Tarjeta;Si;Si;Si;R1;36;Soltero;0;No
3924269.12;18.75;504.3333333;Nacional;30566.26154;613560.6061;B;Tarjeta;No;No;No;R0;31.5;Soltero;0;No
7828161.54;18.25;505;Nacional;53599.76923;1219621.212;B;Tarjeta;Si;No;No;R0;33;Soltero;0;No
5982051.9;18.25;507;Nacional;13546.49231;916590.9091;C;Tarjeta;No;No;No;R0;39;Soltero;0;No
6645298.12;18.25;509;Nacional;25351.14615;1022651.515;A;Tarjeta;Si;No;No;R0;39;Divorciado;0;No
4292649.26;18.25;510;Nacional;19032.01538;659015.1515;A;Tarjeta;No;No;Si;R2;33;Soltero;0;No
3967867.32;18.25;510;Nacional;17149.93846;613560.6061;A;Tarjeta;No;No;No;R0;31.5;Soltero;0;No
3996547;18.75;509.3333333;Nacional;10756.76154;613560.6061;C;Tarjeta;Si;No;No;R0;36.5;Union;0;No
2978328.62;18.25;508.6666667;Nacional;9556.226923;462045.4545;C;Tarjeta;No;No;Si;R1;31.5;Soltero;0;No
1290665.14;18.25;510;Nacional;9242.238462;204469.697;A;Tarjeta;Si;No;No;R0;40;Union;0;No
4525957.92;18.25;509.6666667;Nacional;18875.23077;699621.2121;A;Tarjeta;No;No;No;R0;49.5;Soltero;0;No
1090691.58;18.25;509.6666667;Nacional;8589.584615;174166.6667;A;Tarjeta;No;No;No;R0;44;Soltero;0;No
998014.82;18.25;514.3333333;Nacional;8067.857692;160530.303;A;Tarjeta;No;No;Si;R2;40.5;Soltero;0;No
3069135.5;18.25;509;Nacional;15096.52308;476287.8788;A;Tarjeta;Si;No;No;R0;36.5;Soltero;0;No
3996547;18.25;511.6666667;Nacional;29299.87692;613560.6061;B;Tarjeta;Si;No;No;R0;34.5;Soltero;0;No
9935329.74;18.25;509.3333333;Nacional;37632.59231;1522651.515;A;Tarjeta;Si;Si;No;R0;43.5;Divorciado;0;No
12874242.78;13.75;509;Nacional;41141.57308;1977196.97;A;Tarjeta;Si;No;No;R0;41.5;Soltero;0;No
10901273.28;18.75;509.6666667;Nacional;41243.88077;1674166.667;A;Tarjeta;No;No;No;R0;36.5;Soltero;0;No
1191153.52;18.75;510;Nacional;8953.876923;189318.1818;A;Tarjeta;No;No;Si;R1;31.5;Soltero;0;No
7941743.2;18.25;510;Nacional;29299.87692;1219621.212;A;Tarjeta;Si;No;No;R0;36;Divorciado;0;No
3908271.5;18.25;504.3333333;Nacional;30320.07308;613560.6061;B;Tarjeta;No;No;No;R0;34.5;Soltero;0;No
