MontoPagado;Interes;Plazo;Tipo;Mensualidad;MontoAsegurado;TipoPago;ModoPago;Fiador;Fiador2;OtroSeguro;Record;Edad;EstadoCivil;Salario;Fraude
2801794;17.25;424.6666667;Nacional;14003.37692;462045.4545;A;Tarjeta;No;No;Si;R2;39;Soltero;4183.84;No
1866890.34;17.25;424.6666667;Nacional;11002.82692;310530.303;A;Tarjeta;Si;Si;Si;R1;31.5;Soltero;4286.619;No
3665422.5;12.25;424.6666667;Nacional;15760.38462;606893.9394;A;Tarjeta;No;No;Si;R2;32;Soltero;3520.556;No
18699381.92;17.25;424.6666667;Nacional;128597.1308;3037803.03;B;Tarjeta;No;No;No;R0;39.5;Soltero;17333.39;No
3962613.06;17.25;424.6666667;Nacional;17729.00385;650227.2727;A;Tarjeta;Si;No;No;R0;31.5;Soltero;6170.058;No
2796812.8;17.25;424.6666667;Nacional;23539.56154;462045.4545;B;Tarjeta;Si;No;No;R0;34;Soltero;8545.746;No
564183.08;17.25;424.6666667;Nacional;8098.796154;310530.303;A;Tarjeta;No;No;No;R0;32.5;Soltero;3919.506;No
3736536.44;17.25;424.6666667;Nacional;17003.41538;613560.6061;A;Tarjeta;No;No;No;R0;38;Soltero;11412.656;No
1094743.48;17.75;426.6666667;Nacional;8575.561538;189318.1818;A;Tarjeta;No;No;No;R0;35;Soltero;0;No
19280083.58;17.25;424.6666667;Nacional;133308.4423;3187841.661;B;Tarjeta;No;No;No;R0;39;Soltero;28157.022;No
39678416.32;17.25;424.6666667;Nacional;132358.0885;6437196.97;A;Tarjeta;No;No;No;R0;48;Soltero;70653.571;No
4618031.22;17.25;424.6666667;Nacional;19832.55385;765075.7576;A;Tarjeta;Si;Si;No;R0;35;Soltero;6532.984;No
1865534.9;17.25;424.6666667;Nacional;10998.47692;310530.303;A;Tarjeta;No;No;No;R0;38;Soltero;3986.893;No
21477340.22;12.25;424.6666667;Nacional;66120.18462;3518863.636;A;Tarjeta;Si;No;No;R0;49;Soltero;7.9;No
11397476.08;17.25;424.6666667;Nacional;78400.38462;1855984.848;B;Tarjeta;Si;No;No;R0;38;Soltero;13269.314;No
2239335.64;17.25;424.6666667;Nacional;12198.18077;371136.3636;A;Tarjeta;No;No;No;R0;38.5;Union;4290.806;No
5756975.34;17.25;434;Nacional;23309.26154;916590.9091;A;Tarjeta;No;No;No;R0;31;Soltero;6983.995;No
2136119.26;17.25;424.6666667;Nacional;8198.407692;355984.8485;C;Tarjeta;Si;No;Si;R1;32.5;Soltero;4085.169;No
1832591.92;12.25;424.6666667;Nacional;18965.38462;795378.7879;A;Tarjeta;Si;No;No;R0;32.5;Soltero;6264.384;No
3734526.72;17.25;424.6666667;Nacional;16996.96538;613560.6061;A;Tarjeta;No;No;No;R0;42;Soltero;37577.535;No
2225893.6;17.75;427;Nacional;12258.41538;371136.3636;A;Tarjeta;No;No;No;R0;34.5;Soltero;0;No
3734597.66;17.25;424.6666667;Nacional;29702.79615;613560.6061;B;Tarjeta;Si;No;Si;R1;34;Divorciado;7984.767;No
6159504.72;17.25;424.6666667;Nacional;45727.72308;1007500;B;Tarjeta;No;No;No;R0;36;Soltero;7081.165;No
2050888.72;17.25;424.6666667;Nacional;11593.36538;340833.3333;A;Tarjeta;No;No;No;R0;41.5;Soltero;5807.132;No
15372981.54;12.25;424.6666667;Nacional;50096.92308;2522651.515;A;Tarjeta;Si;Si;No;R0;37.5;Soltero;16370.617;No
2424347.66;17.25;424.6666667;Nacional;12791.97308;401439.3939;A;Tarjeta;Si;No;No;R0;40;Soltero;3742.625;No
1864427.26;17.25;424.6666667;Nacional;10994.91923;310530.303;A;Tarjeta;No;No;Si;R2;39;Soltero;6017.667;No
6440485.74;17.25;424.6666667;Nacional;25681.68077;1068106.061;A;Tarjeta;No;No;No;R0;36.5;Soltero;7136.386;No
6143719.1;17.25;424.6666667;Nacional;45623.40385;1007500;B;Tarjeta;No;No;No;R0;36.5;Soltero;7984.767;No
1114519.34;17.25;424.6666667;Nacional;8588.107692;189318.1818;A;Tarjeta;No;No;No;R0;36;Soltero;5321.914;No
7363498.56;17.25;424.6666667;Nacional;28644.06923;1219621.212;A;Tarjeta;No;No;No;R0;37;Soltero;9301.065;No
3880835.62;12.25;424.6666667;Nacional;16392.30769;643863.6364;A;Tarjeta;No;No;No;R0;33.5;Soltero;4902.819;No
2226279.28;17.75;427.3333333;Nacional;12259.36154;371136.3636;A;Tarjeta;Si;No;Si;R5;38.5;Soltero;0;No
2733455.5;17.75;427;Nacional;22965.76923;462045.4545;B;Tarjeta;No;No;No;R0;33.5;Soltero;0;No
6491752.4;17.75;427.6666667;Nacional;26027.60385;1068106.061;A;Tarjeta;No;No;No;R0;21;NoAplica;0;No
1878214.92;17.75;427.6666667;Nacional;7831.326923;310530.303;C;Tarjeta;No;No;No;R0;35.5;Union;0;No
2791475.88;17.25;424.6666667;Nacional;9178.088462;462045.4545;C;Tarjeta;Si;Si;No;R0;35;Soltero;3407.428;No
3350225.02;17.25;424.6666667;Nacional;15763.55769;552954.5455;A;Tarjeta;Si;No;No;R0;37.5;Soltero;7186.314;No
4288113.42;12.25;424.6666667;Nacional;17586.53846;710833.3333;A;Tarjeta;No;No;No;R0;33;Soltero;5208.233;No
4064839.98;12.25;424.6666667;Nacional;16931.92308;674166.6667;A;Tarjeta;Si;No;No;R0;33;Soltero;11336.5;No
1021352.9;17.25;424.6666667;Nacional;8289.092308;174166.6667;A;Tarjeta;No;No;No;R0;33;Soltero;3471.102;No
1858216.4;17.25;424.6666667;Nacional;10974.98846;310530.303;A;Tarjeta;No;No;No;R0;31.5;Soltero;5248.444;No
3725156.34;17.25;424.6666667;Nacional;10573.83462;613560.6061;C;Tarjeta;No;No;Si;R2;40.5;Soltero;4477.72;No
4643034.64;17.25;424.6666667;Nacional;35760.10769;765075.7576;B;Tarjeta;No;No;No;R0;36;Soltero;7438.008;No
7443986.12;17.25;424.6666667;Nacional;28902.39231;1219621.212;A;Tarjeta;Si;No;No;R0;34.5;Soltero;7136.07;No
3939673.46;17.25;424.6666667;Nacional;17655.37692;649318.1818;A;Tarjeta;No;No;Si;R2;36.5;Soltero;5514.042;No
10329870.94;17.25;424.6666667;Nacional;38164.57692;1689318.182;A;Tarjeta;Si;Si;No;R0;38;Soltero;12989.18;No
945722.44;12.25;424.6666667;Nacional;7783.846154;165075.7576;A;Tarjeta;No;No;No;R0;32;Soltero;3959.006;No
3690280.78;12.25;424.6666667;Nacional;15833.46154;613560.6061;A;Tarjeta;No;No;Si;R2;32.5;Soltero;3887.195;No
7661537.38;17.25;424.6666667;Nacional;29600.61923;1255984.848;A;Tarjeta;No;No;No;R0;35;Soltero;17275.246;No
4117535.34;17.25;434;Nacional;31518.84615;674166.6667;B;Tarjeta;Si;No;No;R0;32.5;Soltero;6097.22;No
20367786.94;17.25;429;Nacional;70581.00769;3340833.333;A;Tarjeta;Si;No;No;R0;41.5;Soltero;0;No
4859349.86;17.25;429;Nacional;20690.72692;803257.5758;A;Tarjeta;Si;No;No;R0;45;Soltero;0;No
5579545.06;17.25;424.6666667;Nacional;22918.51154;916590.9091;A;Tarjeta;No;No;No;R0;32;Soltero;3912.87;No
36595687.08;17.75;428.6666667;Nacional;124000.5308;6019621.212;A;Tarjeta;Si;Si;No;R0;39;Soltero;0;No
1024986.84;17.25;424.6666667;Nacional;8374.673077;204469.697;A;Tarjeta;No;No;No;R0;34;Soltero;5516.728;No
15252108.3;17.25;424.6666667;Nacional;53962.38846;2492348.485;A;Tarjeta;No;No;No;R0;39;Soltero;37447.027;No
4103094.82;17.25;424.6666667;Nacional;18320.33462;674166.6667;A;Tarjeta;No;No;No;R0;32.5;Soltero;6270.072;No
11159152.66;17.25;424.6666667;Nacional;78767.75;1825681.818;B;Tarjeta;Si;No;No;R0;38;Soltero;12586.517;No
9298719.68;17.25;424.6666667;Nacional;34855.11923;1522651.515;A;Tarjeta;Si;No;No;R0;33;Soltero;10382.338;No
4648717.46;17.25;424.6666667;Nacional;19931.03846;765075.7576;A;Tarjeta;No;No;No;R0;33.5;Soltero;4500.551;No
1857167.26;17.25;424.6666667;Nacional;10971.61923;310530.303;A;Tarjeta;No;No;Si;R5;35.5;Divorciado;4520.696;No
6506358.92;17.25;424.6666667;Nacional;48019.9;1068106.061;B;Tarjeta;Si;No;No;R0;32;Soltero;6741.781;No
5577849.8;17.25;424.6666667;Nacional;41883.87308;916590.9091;B;Tarjeta;Si;Si;No;R0;33.5;Soltero;5540.665;No
923152.08;17.75;429.3333333;Nacional;8022.969231;165075.7576;A;Tarjeta;No;No;No;R0;36;Soltero;0;No
4620584.2;17.75;429.3333333;Nacional;20054.52308;765075.7576;A;Tarjeta;Si;No;No;R0;32;Soltero;0;No
11517401.62;17.25;434;Nacional;41618.51538;1825681.818;A;Tarjeta;Si;No;Si;R2;45;Soltero;12722.397;No
3452803.16;17.25;434;Nacional;27616.73846;552954.5455;B;Tarjeta;No;No;No;R0;32.5;Soltero;7239.56;No
9020600.24;17.25;434;Nacional;33682.54615;1431742.424;A;Tarjeta;No;No;No;R0;34.5;Soltero;8843.576;No
3840105;17.25;434;Nacional;17216.57692;613560.6061;A;Tarjeta;Si;No;No;R0;34.5;Soltero;5707.671;No
4747053.16;12.25;434;Nacional;18779.61538;765075.7576;A;Tarjeta;Si;No;Si;R1;33;Soltero;4732.811;No
1916690.5;17.25;434;Nacional;11103.08846;310530.303;A;Tarjeta;Si;No;Si;R1;33;Soltero;3855.595;No
1860868.34;17.75;429.3333333;Nacional;17578.35385;310530.303;B;Tarjeta;Si;Si;No;R0;38.5;Soltero;0;No
2773319.78;17.75;429.3333333;Nacional;9168.834615;462045.4545;C;Tarjeta;No;No;No;R0;41;Soltero;0;No
3540809.04;17.75;429.3333333;Nacional;17151.36154;583257.5758;A;Tarjeta;No;No;No;R0;48;Divorciado;0;No
1846363.52;17.75;429.3333333;Nacional;11022.46538;310530.303;A;Tarjeta;No;No;Si;R1;32.5;Soltero;0;No
8822376.92;17.25;434;Nacional;33052.5;1401439.394;A;Tarjeta;No;No;Si;R3;35.5;Soltero;11698.399;No
3423268.48;12.25;434;Nacional;14939.61538;553863.6364;A;Tarjeta;Si;No;No;R0;37.5;Soltero;5983.855;No
7131751.04;17.75;429.6666667;Nacional;16124.74231;1401439.394;C;Cajas;No;No;No;R0;42.5;Soltero;0;No
1452262.68;17.75;429.6666667;Nacional;14461.15385;249924.2424;B;Tarjeta;Si;No;No;R0;41.5;Soltero;0;No
2845749.82;12.25;434;Nacional;13264.61538;462045.4545;A;Tarjeta;No;No;No;R0;41;Soltero;4854.155;No
1875342.2;17.25;434;Nacional;11042.15769;310530.303;A;Tarjeta;No;No;Si;R6;31.5;Soltero;3867.287;No
5638325.42;17.25;444.3333333;Nacional;41568.28462;1219621.212;B;Tarjeta;No;No;No;R0;36.5;Soltero;13174.356;No
2203003.42;17.25;434;Nacional;12013.12308;355984.8485;A;Tarjeta;Si;No;Si;R1;38;Soltero;5342.533;No
7577166.76;17.25;434;Nacional;53331.15385;1204772.727;B;Tarjeta;Si;No;No;R0;37;Soltero;8800.916;No
8054913.06;17.25;434;Nacional;57731.61154;1280227.273;B;Tarjeta;No;No;No;R0;37.5;Soltero;16674.53;No
1915206.6;17.25;434;Nacional;11098.37308;310530.303;A;Tarjeta;Si;Si;No;R0;35;Divorciado;8333.236;No
2102114.32;17.25;434;Nacional;18778.22308;340833.3333;B;Tarjeta;Si;No;No;R0;33.5;Soltero;7985.162;No
11673489.74;17.25;434;Nacional;42114.63462;1855984.848;A;Tarjeta;Si;No;No;R0;37;Soltero;13310.394;No
4781827;17.25;434;Nacional;20209.79615;765075.7576;A;Tarjeta;Si;Si;No;R0;37;Soltero;10807.437;No
2484914.1;17.25;434;Nacional;21283.15385;401439.3939;B;Tarjeta;No;No;No;R0;33.5;Soltero;7639.774;No
4016051.4;17.25;434;Nacional;31302.46923;643863.6364;B;Tarjeta;No;No;Si;R2;35.5;Soltero;9832.024;No
10140339.02;17.25;434;Nacional;37241.58462;1613560.606;A;Tarjeta;No;No;No;R0;38;Soltero;8617.557;No
2674579.58;17.25;434;Nacional;13512.00385;431742.4242;A;Tarjeta;Si;No;No;R0;31.5;Soltero;3758.82;No
6298459.28;17.25;434;Nacional;46237.88462;1007500;B;Tarjeta;No;No;No;R0;33;Soltero;10072.816;No
2865853.46;17.25;434;Nacional;9241.238462;462045.4545;C;Tarjeta;Si;No;No;R0;37.5;Soltero;3683.77;No
92379.74;17.25;434;Nacional;5306.788462;310530.303;A;Tarjeta;Si;No;No;R0;33;Soltero;4134.149;No
1909417.86;17.25;434;Nacional;11079.97308;310530.303;A;Tarjeta;No;No;No;R0;42;Soltero;11468.114;No
952982.42;17.25;434;Nacional;8039.988462;159015.1515;A;Tarjeta;Si;No;No;R0;35.5;Soltero;4052.7;No
4109227.76;17.25;434;Nacional;18071.96923;659015.1515;A;Tarjeta;No;No;No;R0;32.5;Soltero;8889.791;No
3218099.72;12.25;434;Nacional;14344.61538;522651.5152;A;Tarjeta;No;No;No;R0;35;Soltero;5002.517;No
2784213.4;17.75;430;Nacional;9214.553846;462045.4545;C;Tarjeta;No;No;Si;R2;40.5;Soltero;0;No
8522996.06;12.25;434;Nacional;29731.92308;1371136.364;A;Tarjeta;Si;No;No;R0;33.5;Soltero;7440.378;No
1001513.72;17.75;430;Nacional;11537.30769;416590.9091;B;Tarjeta;Si;No;No;R0;37;Soltero;0;No
1858267.96;17.75;431.3333333;Nacional;17558.60385;310530.303;B;Tarjeta;Si;No;No;R0;33;Soltero;0;No
11411049;17.25;434;Nacional;77774.23077;1825681.818;B;Tarjeta;No;No;Si;R1;33;Soltero;17725.783;No
2450704.2;12.25;434;Nacional;12118.84615;401439.3939;A;Tarjeta;No;No;No;R0;35.5;Soltero;8266.244;No
4297392.86;17.25;434;Nacional;33143.48846;689318.1818;B;Tarjeta;No;No;Si;R1;32;Soltero;6556.131;No
3053905.54;17.25;434;Nacional;14717.67692;492348.4848;A;Tarjeta;No;No;No;R0;34.5;Soltero;3963.351;No
3819520.88;17.25;434;Nacional;10650.89231;613560.6061;C;Tarjeta;No;No;No;R0;35.5;Soltero;5752.306;No
11465468.74;17.25;434;Nacional;41453.45;1825681.818;A;Tarjeta;Si;No;No;R0;33;Soltero;9571.324;No
3070983.84;12.25;434;Nacional;13951.92308;507500;A;Tarjeta;Si;No;No;R0;32.5;Soltero;4410.491;No
4010657.38;17.25;434;Nacional;17758.66923;643863.6364;A;Tarjeta;Si;No;No;R0;36;Soltero;4972.339;No
3784852.4;12.25;434;Nacional;15988.46154;613560.6061;A;Tarjeta;Si;No;No;R0;32.5;Soltero;4095.518;No
1907885.74;17.25;434;Nacional;17507.24615;310530.303;B;Tarjeta;No;No;No;R0;32.5;Soltero;6765.165;No
4892823.06;17.25;434;Nacional;37359.07692;795378.7879;B;Tarjeta;No;No;No;R0;36.5;Soltero;11075.168;No
2914234.32;17.25;434;Nacional;14273.73846;613560.6061;A;Tarjeta;Si;No;No;R0;40;Soltero;12452.454;No
6785157.48;17.25;434;Nacional;49422.7;1219621.212;B;Tarjeta;Si;No;No;R0;35;Soltero;12939.884;No
4772360.28;17.25;434;Nacional;20179.70769;765075.7576;A;Tarjeta;No;No;No;R0;37.5;Union;8480.887;No
7064751.78;17.25;434;Nacional;27465.96923;1128712.121;A;Tarjeta;No;No;No;R0;39;Soltero;5081.201;No
6697168.14;17.25;434;Nacional;26339.55385;1083560.606;A;Tarjeta;Si;No;No;R0;32;Soltero;7648.701;No
8927323.74;17.25;434;Nacional;33386.06923;1430227.273;A;Tarjeta;No;No;No;R0;42.5;Soltero;8530.025;No
3729199.4;17.75;431;Nacional;10606.47308;613560.6061;C;Tarjeta;Si;No;No;R0;34.5;Soltero;0;No
28647806.26;17.25;434;Nacional;96066.73462;4552954.545;A;Tarjeta;Si;Si;No;R0;39.5;Soltero;38277.238;No
2479757.68;17.25;434;Nacional;21249.41154;401439.3939;B;Tarjeta;Si;Si;No;R0;35.5;Soltero;10003.849;No
2287261.64;17.25;434;Nacional;12280.93462;371136.3636;A;Tarjeta;No;No;No;R0;36;Soltero;6097.457;No
2668868.96;17.25;434;Nacional;13493.85385;431742.4242;A;Tarjeta;No;No;No;R0;42.5;Soltero;3804.877;No
4219795.12;17.75;432;Nacional;18684;704469.697;A;Cajas;Si;No;No;R0;38;Soltero;0;No
3706224.12;17.75;431.3333333;Nacional;17795.52692;613560.6061;A;Tarjeta;No;No;No;R0;46.5;Union;0;No
7632134.4;17.25;434;Nacional;29269.36923;1219621.212;A;Tarjeta;No;No;No;R0;35.5;Soltero;10371.041;No
21322838.86;17.75;431.6666667;Nacional;148885.9423;3492348.485;B;Tarjeta;No;No;No;R0;39;Soltero;0;No
6976823.64;17.75;426.3333333;Nacional;50820;1124469.697;B;Tarjeta;Si;No;No;R0;34;Soltero;0;No
5034810.26;12.25;434;Nacional;19614.23077;1583257.576;A;Tarjeta;No;No;No;R0;40.5;Soltero;17868.457;No
1905475.66;17.25;434;Nacional;11067.44231;310530.303;A;Tarjeta;Si;No;No;R0;41.5;Soltero;7354.742;No
9260582.28;12.75;431.3333333;Nacional;32387.69231;1527847.239;A;Tarjeta;Si;No;No;R0;35.5;Soltero;0;No
4789372.16;17.25;434;Nacional;20304.96923;765075.7576;A;Tarjeta;Si;No;No;R0;31.5;Soltero;5643.049;No
7632138.18;17.25;434;Nacional;29269.38077;1219621.212;A;Tarjeta;Si;Si;No;R0;37.5;Soltero;40185.167;No
4948873.3;17.25;434;Nacional;20740.74615;795378.7879;A;Tarjeta;Si;No;No;R0;39;Soltero;6211.296;No
1377946.28;17.75;431.6666667;Nacional;9475.384615;234772.7273;A;Tarjeta;No;No;No;R0;38.5;Soltero;0;No
5027662.32;17.75;432.3333333;Nacional;38050.38462;825681.8182;B;Tarjeta;Si;Si;No;R0;37;Soltero;0;No
11162889.96;17.75;432;Nacional;77571.53846;1825681.818;B;Tarjeta;Si;No;No;R0;35.5;Soltero;0;No
7995844.04;17.25;434;Nacional;30425.40385;1280227.273;A;Tarjeta;Si;No;No;R0;34;Soltero;8184.4;No
8412740.3;17.75;432.3333333;Nacional;59698.07692;1417803.03;B;Tarjeta;Si;Si;No;R0;37.5;Soltero;0;No
3103135.5;12.25;434;Nacional;14033.46154;522651.5152;A;Tarjeta;Si;No;No;R0;35;Soltero;9816.935;No
1709437.34;17.25;434;Nacional;10444.34615;280227.2727;A;Tarjeta;No;No;No;R0;33.5;Soltero;4355.349;No
10464939.64;17.25;434;Nacional;38273.31154;1674166.667;A;Tarjeta;Si;No;No;R0;44.5;Divorciado;15389.595;No
2088507.18;17.25;434;Nacional;11649.2;340833.3333;A;Tarjeta;Si;No;No;R0;35.5;Soltero;6532.984;No
2851563.32;17.25;434;Nacional;9220.115385;462045.4545;C;Tarjeta;Si;No;No;R0;32;Soltero;3678.319;No
1899797.4;17.25;434;Nacional;11049.39615;310530.303;A;Tarjeta;No;No;No;R0;32.5;Soltero;4645.674;No
11321065.48;12.25;434;Nacional;37848.07692;1825681.818;A;Tarjeta;Si;Si;No;R0;33;Soltero;17899.662;No
4374238.56;17.25;434;Nacional;18914.29615;704469.697;A;Tarjeta;No;No;No;R0;38;Soltero;4482.144;No
5131605.42;17.25;434;Nacional;38602.33462;825681.8182;B;Tarjeta;Si;No;No;R0;35;Soltero;7470.082;No
5699499.14;17.75;432;Nacional;23348.17308;916590.9091;A;Tarjeta;No;No;No;R0;34;Soltero;0;No
3713349.2;17.75;433.3333333;Nacional;10606.81154;613560.6061;C;Tarjeta;Si;No;Si;R1;32.5;Soltero;0;No
10457260.14;17.25;434;Nacional;73451.87308;1674166.667;B;Tarjeta;No;No;No;R0;32.5;Soltero;9262.355;No
4648882.86;17.75;433.6666667;Nacional;20072.39615;765075.7576;A;Tarjeta;Si;Si;No;R0;36.5;Soltero;0;No
1855976.5;17.75;433.6666667;Nacional;11024.33846;310530.303;A;Tarjeta;No;No;No;R0;37.5;Union;0;No
3555340.78;17.75;433.6666667;Nacional;16412.9;583257.5758;A;Tarjeta;Si;Si;No;R0;40;Soltero;0;No
3607837.4;17.25;434;Nacional;16478.32308;583257.5758;A;Tarjeta;Si;No;No;R0;36.5;Soltero;3878.505;No
2848561.84;17.25;434;Nacional;14065;462045.4545;A;Tarjeta;Si;No;Si;R2;31.5;Union;3693.882;No
3716043.08;17.75;434;Nacional;17050.23077;613560.6061;A;Tarjeta;Si;Si;No;R0;40.5;Soltero;0;No
6643992.16;17.25;434;Nacional;26128.60385;1068106.061;A;Tarjeta;Si;No;No;R0;41;Union;6757.107;No
5743976.66;17.25;434;Nacional;42616.05385;916590.9091;B;Tarjeta;No;No;No;R0;38;Soltero;7419.917;No
4744403.38;17.25;434;Nacional;20090.84615;765075.7576;A;Tarjeta;Si;No;No;R0;43.5;Soltero;7307.026;No
1895829.66;17.25;434;Nacional;11036.78462;310530.303;A;Tarjeta;No;No;No;R0;36;Soltero;6727.64;No
4976433.2;12.25;434;Nacional;19444.61538;808409.0909;A;Tarjeta;Si;No;No;R0;34.5;Soltero;5771.345;No
10636256.8;17.25;434;Nacional;38817.83846;1705075.758;A;Tarjeta;No;No;No;R0;39.5;Soltero;12495.035;No
3225306.36;17.25;434;Nacional;26128.06538;522651.5152;B;Tarjeta;Si;No;No;R0;34;Soltero;5437.728;No
3225306.36;17.25;434;Nacional;15262.46538;522651.5152;A;Tarjeta;No;No;Si;R2;43;Divorciado;3683.77;No
1364223.48;17.25;434;Nacional;9347.096154;234772.7273;A;Tarjeta;No;No;No;R0;32.5;Soltero;4137.546;No
7436040.48;12.25;434;Nacional;26821.92308;1219621.212;A;Tarjeta;Si;Si;Si;R1;39.5;Soltero;10789.188;No
12784291.56;12.25;434;Nacional;42092.30769;2068106.061;A;Tarjeta;No;No;No;R0;41;Soltero;17844.52;No
11367468.06;17.25;434;Nacional;41141.95769;1825681.818;A;Tarjeta;No;No;No;R0;35;Soltero;18646.133;No
5681161.56;17.25;434;Nacional;23068.29231;916590.9091;A;Tarjeta;No;No;Si;R2;34;Soltero;4109.027;No
6579486.5;12.25;434;Nacional;24094.61538;1068106.061;A;Tarjeta;No;No;No;R0;35.5;Soltero;8888.448;No
3758657.86;12.25;434;Nacional;15912.69231;613560.6061;A;Tarjeta;No;No;No;R0;41.5;Soltero;5444.206;No
6682142.88;17.25;434;Nacional;48756.21154;1068106.061;B;Tarjeta;No;No;No;R0;32;Soltero;7210.804;No
1130189.36;17.25;434;Nacional;8603.230769;189318.1818;A;Tarjeta;No;No;No;R0;42;Divorciado;3847.221;No
1037819.88;17.25;434;Nacional;8309.638462;174166.6667;A;Tarjeta;No;No;Si;R1;35.5;Soltero;3810.644;No
3631605.48;17.25;434;Nacional;29532.25769;613560.6061;B;Tarjeta;Si;Si;Si;R2;35;Soltero;15985.255;No
1984879.74;17.25;434;Nacional;11319.82692;325681.8182;A;Tarjeta;No;No;Si;R2;45;Soltero;9620.936;No
2781398.14;17.25;435.6666667;Nacional;13897.53462;462045.4545;A;Tarjeta;Si;No;No;R0;43;Union;0;No
2316822.3;17.75;435.6666667;Nacional;12458.1;386287.8788;A;Tarjeta;No;No;Si;R1;44;Soltero;0;No
2764185.78;17.75;435.6666667;Nacional;13946.26923;462045.4545;A;Tarjeta;No;No;Si;R2;36;Soltero;0;No
9992156.64;17.75;435.3333333;Nacional;19907.68077;1660530.303;C;Tarjeta;Si;No;No;R0;37.5;Soltero;0;No
2989805.96;17.75;435.6666667;Nacional;24576.15385;495378.7879;B;Tarjeta;No;No;No;R0;40;Soltero;0;No
535783.92;12.25;68.66666667;Nacional;8721.153846;115093.9394;A;Tarjeta;Si;Si;No;R0;39;Divorciado;16185.915;No
281740;12.25;68.66666667;Nacional;6936.538462;115093.9394;A;Tarjeta;Si;No;No;R0;33.5;Soltero;14281.383;No
535783.92;12.25;68.66666667;Nacional;8721.153846;115093.9394;A;Tarjeta;No;No;Si;R1;37;Soltero;21469.198;No
535783.92;12.25;68.66666667;Nacional;8721.153846;115093.9394;A;Tarjeta;Si;Si;No;R0;44;Soltero;32291.408;No
137486.06;12.25;68.66666667;Nacional;6008.076923;115093.9394;A;Tarjeta;Si;No;No;R0;36;Soltero;8568.103;No
535783.92;12.25;68.66666667;Nacional;8721.153846;115093.9394;A;Tarjeta;Si;Si;No;R0;36.5;Soltero;20212.229;No
1847912.14;17.75;435.3333333;Nacional;10989.3;310530.303;A;Tarjeta;Si;No;No;R0;39.5;Soltero;0;No
3781333.24;17.25;434;Nacional;17029.77308;613560.6061;A;Tarjeta;Si;No;No;R0;31.5;Soltero;4655.154;No
5862436.14;17.25;434;Nacional;23644.46538;946893.9394;A;Tarjeta;Si;No;No;R0;37.5;Soltero;6532.984;No
6955764;17.25;434;Nacional;50803.63462;1128712.121;B;Tarjeta;Si;Si;No;R0;34;Soltero;11772.817;No
3480352.2;17.25;444.3333333;Nacional;15969.52692;552954.5455;A;Tarjeta;No;No;No;R0;33.5;Soltero;10265.418;No
3751273.1;12.25;434;Nacional;15891.15385;613560.6061;A;Tarjeta;No;No;No;R0;32.5;Union;5400.045;No
1887359.92;17.25;434;Nacional;11009.86154;310530.303;A;Tarjeta;Si;Si;No;R0;36;Soltero;9218.668;No
1887359.92;17.25;434;Nacional;17055.38462;310530.303;B;Tarjeta;Si;No;No;R0;39;Soltero;11249.363;No
7386547;17.75;434.3333333;Nacional;28699.41923;1219621.212;A;Tarjeta;Si;Si;No;R0;41;Soltero;0;No
5101741.66;17.25;434;Nacional;12546.19231;825681.8182;C;Tarjeta;No;No;No;R0;36;Soltero;9464.516;No
4719901.54;17.25;434;Nacional;20012.96923;765075.7576;A;Tarjeta;Si;Si;No;R0;35.5;Soltero;5764.472;No
2452744.1;17.25;434;Nacional;8630.603846;401439.3939;C;Tarjeta;No;No;Si;R5;40;Soltero;11041.04;No
1661864.68;17.75;436.3333333;Nacional;10369.42692;280227.2727;A;Tarjeta;Si;No;No;R0;33.5;Soltero;0;No
921718.58;17.75;436.3333333;Nacional;7983;159015.1515;A;Tarjeta;Si;No;No;R0;37.5;Soltero;0;No
4123892.66;12.25;434;Nacional;16971.92308;674166.6667;A;Tarjeta;Si;No;No;R0;36;Soltero;7866.662;No
3964293.46;17.25;434;Nacional;17611.30385;643863.6364;A;Tarjeta;No;No;No;R0;44;Soltero;32823.157;No
3892675.8;17.25;444.3333333;Nacional;10770.44615;462045.4545;C;Tarjeta;Si;No;No;R0;44;Union;4630.032;No
4720054.42;17.25;434;Nacional;11982.00769;765075.7576;C;Tarjeta;No;No;Si;R1;34.5;Soltero;4788.348;No
5518503.16;12.25;434;Nacional;21283.07692;914166.6667;A;Tarjeta;Si;No;No;R0;36;Soltero;6926.799;No
4294860.36;17.25;435.6666667;Nacional;11413.28846;745984.8485;C;Tarjeta;No;No;No;R0;40;Soltero;0;No
1881721.64;17.25;434;Nacional;10991.94231;310530.303;A;Tarjeta;No;No;No;R0;39.5;Soltero;3620.728;No
4709482.66;17.25;434;Nacional;35840.08462;765075.7576;B;Tarjeta;Si;No;Si;R1;35.5;Soltero;7316.743;No
1478016.18;17.75;436.3333333;Nacional;9776.4;249924.2424;A;Tarjeta;Si;No;Si;R1;41;Divorciado;0;No
2258868.86;17.25;434;Nacional;12190.68846;371136.3636;A;Tarjeta;No;No;No;R0;32;Soltero;4049.619;No
7537243.66;17.25;434;Nacional;28967.76538;1219621.212;A;Tarjeta;Si;No;No;R0;42;Union;17816.159;No
2805793.66;12.25;434;Nacional;13148.84615;462045.4545;A;Tarjeta;No;No;No;R0;32.5;Soltero;3727.931;No
6006962.88;17.25;434;Nacional;13884.23846;973560.6061;C;Tarjeta;Si;Si;No;R0;34;Soltero;8242.228;No
